Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;V015;V016;V017;V018;V019;V020;V021;V022;V023;V024;V025;V026;V027;V028;V029;V030;V031;V032;V033;V034;V035;V036;V037;V038;V039;V040;V041;V042;V043;V044;V045;V046;V047;V048;V049;V050;V051;V052;V053;V054;V055;V056;V057;V058;V059;V060;V061;V062;V063;V064;V065;V066;V067;V068;V069;V070;V071;V072;V073;V074;V075;V076;V077;V078;V079;V080;V081;V082;V083;V084;V085;V086;V087;V088;V089;V090;V091;V092;V093;V094;V095;V096;V097;V098;V099;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125;V126;V127;V128;V129;V130;V131;V132;V133;V134;V135;V136;V137;V138;V139;V140;V141;V142;V143;V144;V145;V146;V147;V148;V149;V150;V151;V152;V153;V154;V155;V156;V157;V158;V159;V160;V161;V162;V163;V164;V165;V166;V167;V168;V169;V170;V171;V172;V173;V174;V175;V176;V177;V178;V179;V180;V181;V182;V183;V184;V185;V186;V187;V188;V189;V190;V191;V192;V193;V194;V195;V196;V197;V198;V199;V200;V201;V202;V203;V204;
520870705440008;1;10;6;7;5;3;5;5;5;7;5;3;5;2;4;3;3;7;3;10;3;3;6;3;2;2;1;4;3;3;2;0;3;3;1;2;1;2;2;3;2;0;1;0;0;0;0;0;2;1;0;1;3;1;0;2;0;0;1;1;1;3;1;2;3;6;2;2;4;3;5;3;2;5;3;4;3;2;3;1;1;0;2;5;1;1;0;1;1;1;0;1;2;1;1;3;2;2;0;0;0;0;5;0;2;0;1;1;0;3;1;0;1;1;0;1;1;4;4;1;2;2;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;1;2;2;4;2;5;2;0;3;0;3;1;1;1;1;8;1;2;4;3;0;1;0;3;1;2;2;0;2;1;0;2;1;1;1;2;2;0;0;0;0;0;0;0;0;1;0;0
520870705440009;1;8;9;7;6;2;5;7;5;5;10;6;8;2;5;5;8;5;5;5;3;5;5;3;6;2;0;1;3;1;2;3;4;1;2;0;2;0;2;2;3;1;1;0;1;0;0;0;0;0;0;0;1;0;2;1;0;3;1;2;3;2;2;2;1;2;3;1;2;3;4;5;3;6;1;3;5;2;4;1;4;2;2;1;1;1;1;2;0;3;2;2;2;0;2;0;1;0;1;0;1;0;4;0;1;0;0;0;1;1;1;0;0;1;1;0;1;0;0;0;1;3;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;3;3;1;4;4;3;3;6;3;1;2;1;2;4;5;1;3;2;4;1;0;5;1;0;1;3;1;1;2;3;0;1;0;1;0;1;2;2;1;1;0;0;0;0;0;0;0;0;0
520870705440010;1;8;6;9;6;8;9;11;4;3;6;9;2;4;4;10;6;6;7;6;4;2;2;4;2;2;4;3;3;1;2;1;1;0;1;2;0;3;2;2;0;1;0;0;1;0;1;3;1;1;0;0;2;0;1;3;2;2;2;1;0;3;1;5;4;2;4;4;7;3;3;2;4;6;2;2;2;1;4;1;2;5;6;1;3;2;1;2;0;1;0;1;1;0;1;0;0;0;0;0;0;0;3;0;0;0;1;0;1;2;1;2;4;0;1;2;1;1;0;0;1;3;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;4;4;5;2;5;2;1;2;4;2;0;3;2;3;4;5;3;2;1;2;4;1;1;2;2;3;1;1;0;1;0;0;1;0;1;1;1;0;1;0;0;1;0;0;0;1;0;0;0
520870705440011;1;5;9;4;5;9;8;6;9;5;9;7;2;2;7;6;7;7;10;6;6;4;3;9;5;7;5;3;2;1;0;0;0;0;0;2;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;2;2;0;4;2;1;6;3;3;4;4;6;5;6;6;4;1;3;4;9;2;0;2;2;2;2;0;1;2;2;0;0;3;1;0;1;1;1;1;1;1;1;2;0;0;0;0;7;0;1;0;1;0;0;0;1;1;0;0;1;0;2;2;3;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4;2;2;7;4;4;7;2;5;3;1;1;4;5;2;3;4;3;2;2;0;6;3;5;2;2;1;1;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
520870705440012;1;12;4;5;8;10;6;3;10;8;7;13;9;13;6;10;7;6;4;7;8;7;2;4;1;1;1;0;3;2;0;2;1;0;1;1;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;2;1;2;2;2;2;4;4;4;1;2;4;1;4;4;6;3;5;2;3;2;1;3;1;3;6;6;2;1;1;0;2;1;0;0;1;1;1;3;0;1;0;2;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;2;0;1;0;1;2;3;0;0;3;3;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;4;5;5;2;1;7;4;4;5;3;6;2;4;3;4;1;2;6;4;1;1;1;1;0;0;1;1;0;2;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
520870705440013;1;12;11;11;12;6;18;9;10;10;5;13;6;9;7;11;3;7;8;7;10;7;4;1;2;3;3;1;2;0;1;2;3;2;0;1;2;0;2;2;1;0;0;0;0;0;0;0;0;0;0;1;1;1;2;3;4;1;2;5;7;6;6;9;3;6;6;9;9;4;6;5;5;6;4;6;3;1;4;2;3;2;6;2;1;3;0;3;0;1;1;0;0;1;3;1;1;0;1;0;0;0;3;0;0;0;1;2;2;0;2;3;2;3;5;5;2;5;5;4;1;2;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;6;5;3;3;7;3;1;5;3;6;2;6;5;6;1;3;3;5;6;3;3;0;2;1;1;0;0;0;0;2;1;1;0;1;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;1
520870705440014;1;15;14;9;13;11;7;9;10;8;7;9;8;8;7;11;16;6;7;5;4;7;5;4;9;8;4;7;3;4;2;4;3;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;1;2;4;4;5;7;8;2;4;5;4;8;9;3;8;5;4;3;8;3;7;4;2;3;1;4;3;1;1;0;1;1;4;0;0;2;1;2;1;4;2;0;1;0;1;1;0;5;0;1;0;0;1;0;0;1;2;0;1;1;2;0;2;2;0;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;6;5;3;6;3;5;6;4;4;6;5;5;2;7;11;2;3;1;3;3;3;2;6;6;2;4;1;3;1;2;2;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
520870705440015;1;8;12;7;10;11;13;8;11;8;9;10;7;8;15;4;6;8;8;5;6;6;3;7;2;4;6;1;2;2;0;3;2;0;0;2;0;3;1;1;1;0;0;0;0;1;0;0;0;0;0;1;1;4;3;3;4;8;3;6;6;5;1;8;3;2;6;4;5;8;10;4;6;4;3;3;5;3;4;2;2;4;0;2;2;2;2;3;2;2;2;2;1;0;0;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;7;4;5;8;6;5;5;2;6;4;3;7;9;2;3;4;5;1;6;3;2;6;0;3;3;1;1;1;0;2;2;0;0;2;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;1
520870705440016;1;9;7;2;7;8;4;2;4;7;6;6;6;8;5;5;6;4;5;4;4;3;1;3;2;3;2;3;3;2;4;2;2;0;1;1;2;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;1;2;1;1;1;1;0;3;3;3;11;1;3;3;5;4;6;3;4;2;6;1;1;2;1;1;1;0;2;3;0;0;0;0;1;0;0;2;1;1;1;0;0;1;0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;2;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;2;2;5;2;1;2;3;1;3;1;4;0;4;4;2;2;1;3;3;0;0;1;2;0;1;2;2;3;1;1;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1
520870705440017;1;9;4;4;9;9;5;8;10;3;7;10;7;4;9;6;5;10;3;6;3;3;1;4;5;2;4;1;2;2;1;1;2;5;2;2;1;2;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;3;3;3;2;4;3;7;2;1;2;4;5;4;9;5;4;5;3;3;4;2;1;4;0;1;2;1;3;2;1;0;2;1;1;5;2;1;2;0;2;0;1;0;1;1;1;0;1;0;3;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;3;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;4;5;4;4;5;1;4;5;7;3;7;3;1;5;0;4;1;2;1;0;2;1;1;1;1;0;1;1;1;5;2;1;1;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0
520870705440018;1;8;6;5;9;9;7;6;9;4;6;4;7;7;7;11;6;8;4;6;6;6;3;6;0;3;1;2;1;0;4;2;2;2;3;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;5;0;1;3;3;3;4;5;3;3;9;4;2;4;2;2;1;5;2;2;1;1;1;0;0;2;3;3;3;4;4;1;1;0;1;1;0;0;1;1;0;0;1;3;2;5;0;0;0;0;0;0;1;0;1;1;0;1;1;1;0;1;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;1;5;4;5;3;5;1;4;3;4;5;3;4;5;6;3;4;5;4;2;4;0;1;0;1;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
520870705440019;1;7;4;6;6;3;3;2;6;5;3;6;2;5;9;2;3;3;4;6;5;3;4;1;2;1;1;2;2;5;1;0;3;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;3;2;0;3;1;1;2;2;0;2;2;2;2;2;2;4;1;2;3;2;2;0;0;0;1;1;1;2;1;3;0;1;3;1;2;1;0;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;3;5;2;1;1;2;1;1;5;0;2;7;2;1;2;2;3;3;2;1;1;1;0;1;0;0;2;1;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
520870705440020;1;8;8;11;13;11;8;8;7;9;13;16;6;10;10;3;7;12;12;7;9;8;9;5;2;5;3;4;2;3;2;2;4;2;0;2;0;0;2;1;1;1;1;0;0;0;1;0;1;1;0;1;1;2;3;3;0;1;0;3;1;1;3;4;4;1;4;6;2;1;5;3;2;2;3;1;1;2;2;3;0;1;2;2;1;1;3;2;1;2;2;0;1;2;0;1;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;3;4;4;6;5;3;6;7;6;2;6;3;3;5;9;10;3;4;4;6;2;2;1;2;3;0;0;1;1;2;1;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0
520870705440021;1;9;11;10;15;9;7;13;7;5;9;3;10;6;9;7;10;4;6;10;9;8;10;5;4;9;3;6;2;4;1;3;0;1;4;1;0;2;1;0;1;0;0;1;0;1;0;0;1;0;0;1;0;3;3;1;2;1;3;2;1;2;2;6;3;3;1;4;4;1;4;1;1;0;1;2;3;4;3;3;2;3;0;1;2;2;1;1;1;0;1;1;0;0;1;2;1;0;1;1;0;1;2;0;0;0;0;0;0;1;0;0;0;3;0;1;1;3;1;0;2;1;0;0;0;2;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;1;5;11;6;3;5;2;1;3;0;4;3;3;3;5;1;3;6;6;6;6;3;2;4;1;5;0;2;0;2;0;0;1;1;0;1;1;0;1;0;0;1;0;1;0;0;1;0;0;1
520870705440022;1;8;7;8;11;9;9;9;8;9;9;10;9;13;10;14;5;5;9;14;11;9;9;6;6;4;3;5;3;4;2;1;3;0;1;0;2;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;1;1;2;5;2;1;0;2;4;4;3;3;1;6;4;3;5;4;4;5;0;1;3;2;3;1;0;2;4;1;3;1;1;1;1;2;1;0;0;0;0;0;1;0;1;0;2;1;0;3;0;0;0;0;0;0;0;0;0;2;0;0;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;3;6;4;3;1;2;4;3;2;3;4;4;10;1;3;4;7;3;5;2;6;4;4;2;4;1;0;1;1;2;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0
520870705440023;1;25;12;13;19;22;10;10;18;15;13;15;16;20;16;8;19;18;14;13;10;13;11;8;5;9;9;4;3;6;2;3;5;2;2;2;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;4;3;1;2;3;2;0;6;2;4;6;4;4;6;2;1;2;1;1;1;2;4;3;2;1;4;2;1;5;2;4;3;3;2;0;4;1;1;0;0;3;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;3;1;0;2;1;1;0;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;5;9;9;17;6;6;11;5;7;7;6;14;12;6;9;6;8;5;4;9;5;5;3;2;6;1;3;3;0;2;2;1;2;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
520870705440024;1;5;7;3;6;6;6;7;5;3;3;9;5;6;5;5;4;4;6;2;3;3;4;4;3;1;6;0;1;1;1;1;1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;0;2;3;1;7;1;6;1;3;2;3;2;2;2;1;2;0;4;2;1;1;1;0;1;2;2;0;1;0;1;0;0;0;1;1;0;2;0;0;0;0;1;0;1;2;0;1;0;1;2;0;0;0;0;1;1;2;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;3;4;2;5;3;1;2;3;3;3;2;4;2;4;2;1;1;1;3;2;2;0;3;0;1;1;0;1;1;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
520870705440025;1;5;7;5;7;5;5;7;5;5;4;10;6;8;5;3;5;2;3;2;3;7;1;2;2;3;2;0;2;1;1;0;3;1;1;1;1;1;1;0;1;2;0;0;0;1;0;0;0;0;1;0;3;2;1;0;0;3;1;0;3;1;0;3;0;2;1;3;4;3;2;5;5;5;2;3;4;0;1;2;0;1;1;0;1;1;1;0;0;0;0;0;2;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;1;1;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;4;4;4;4;3;3;4;2;7;4;4;4;1;2;0;3;1;2;6;0;0;0;1;1;0;1;1;1;0;3;0;0;1;1;0;0;0;1;2;0;0;0;0;0;0;0;0;1;0
520870705440026;1;3;6;5;3;3;3;3;2;0;6;6;2;6;2;6;4;3;3;1;3;5;4;3;1;5;4;2;2;0;0;0;0;1;1;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;3;0;2;2;2;2;2;2;2;0;2;0;3;2;3;4;5;6;5;3;4;4;1;2;3;1;0;2;5;1;2;1;2;3;1;1;0;1;2;0;0;0;0;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4;1;2;2;1;1;1;0;3;5;1;2;0;3;2;1;1;0;1;2;3;2;1;3;2;0;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
520870705440027;1;8;10;2;8;4;6;3;6;6;5;4;5;1;6;10;3;4;3;3;2;2;0;5;4;1;1;1;2;3;2;1;1;6;1;1;2;2;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;5;1;0;1;2;3;0;4;5;0;0;0;1;1;1;1;1;0;0;0;0;2;1;1;3;1;0;0;0;1;1;0;1;0;3;2;1;0;1;1;0;3;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;2;1;1;0;1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;1;6;2;4;1;4;3;2;1;1;1;3;2;1;0;2;0;0;1;0;3;1;0;0;0;0;2;1;1;1;3;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
520870705440028;1;13;6;12;5;4;6;7;5;6;5;4;4;3;2;4;7;2;3;4;2;3;6;3;4;2;1;0;3;1;2;1;0;1;0;2;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;2;1;0;0;2;0;3;0;1;1;1;8;2;0;3;4;4;1;6;1;4;0;2;1;2;1;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;0;1;0;0;1;1;1;0;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;8;2;1;4;3;1;3;2;4;0;2;2;4;3;2;2;1;1;1;2;2;4;0;0;0;2;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
520870705440029;1;8;8;11;11;3;2;9;7;4;6;7;7;4;6;8;10;4;6;5;4;7;4;4;6;3;1;1;2;2;2;3;5;0;0;2;0;0;0;0;1;1;2;0;1;0;0;0;0;0;0;0;1;1;0;0;2;1;2;2;1;4;0;2;1;5;3;2;6;1;3;1;2;3;1;2;0;3;0;2;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;1;2;1;3;2;4;5;5;3;2;3;4;4;2;5;3;6;2;2;2;1;1;1;1;1;0;1;3;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
520870705440030;1;8;16;12;12;10;16;7;9;9;5;3;3;3;7;7;9;6;4;3;4;1;2;1;2;1;0;2;1;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2;1;3;1;2;3;2;2;1;3;1;1;0;0;1;2;0;3;0;0;0;0;0;0;2;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;7;9;6;8;3;2;5;5;1;1;2;2;3;5;4;3;3;4;0;1;1;2;1;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
520870705440031;1;1;3;6;4;5;1;3;2;4;2;3;0;4;3;2;2;1;6;1;0;1;1;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;2;3;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;1;1;1;0;4;1;1;0;3;1;0;2;1;3;0;0;1;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
520870705440032;1;7;4;4;8;11;6;6;2;8;7;5;3;3;5;6;4;4;4;5;4;1;1;4;3;1;1;1;1;2;2;1;1;2;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;3;2;2;3;1;1;2;2;2;1;1;0;1;1;2;2;1;0;2;0;1;0;2;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;1;2;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;1;5;2;1;1;6;3;1;2;1;4;2;3;2;4;4;2;1;0;2;2;0;0;1;1;1;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
520870705440033;1;8;5;14;10;10;9;10;5;15;7;18;13;12;8;17;10;8;4;9;3;6;6;11;2;3;1;1;3;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;2;4;1;2;2;7;5;5;8;6;8;8;3;6;4;5;2;1;4;4;1;3;2;4;0;1;1;0;2;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;1;3;1;0;2;2;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;8;5;2;3;8;4;10;6;11;6;7;4;6;5;5;2;4;0;3;3;4;1;1;0;1;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
520870705450001;1;18;7;13;8;10;4;8;6;9;5;10;10;8;8;6;8;4;6;6;6;6;4;1;7;6;2;2;6;3;5;5;0;0;4;2;0;1;0;0;1;1;1;3;0;1;1;1;0;0;0;0;1;3;6;2;2;6;3;5;1;3;4;3;3;10;7;2;7;9;7;1;5;5;3;2;0;1;4;2;0;1;3;1;2;3;5;0;3;1;0;1;1;1;2;1;1;1;0;0;0;0;1;0;0;0;1;2;0;3;2;3;1;2;3;0;4;2;2;4;1;2;0;1;1;3;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;5;9;2;5;3;3;4;2;0;4;4;4;6;1;4;2;3;2;2;5;2;0;4;1;2;0;3;1;1;4;0;0;4;1;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0
520870705450002;1;3;8;7;10;8;1;4;4;4;2;7;8;4;6;6;7;4;4;8;3;2;4;0;2;1;1;1;1;1;1;3;0;0;0;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;4;2;4;2;1;3;5;5;7;6;4;4;3;1;2;0;2;0;1;1;0;1;0;1;0;0;0;0;0;1;1;0;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;5;6;4;1;2;1;1;1;2;4;1;1;2;1;1;3;5;2;0;2;0;1;0;1;1;1;1;1;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
520870705450003;1;9;9;11;7;8;6;6;9;7;6;11;8;8;16;14;11;8;14;8;8;7;10;8;5;9;3;6;6;8;5;5;2;1;0;0;2;0;1;1;0;0;1;1;1;0;0;1;0;0;0;0;1;2;1;2;0;2;3;1;3;2;1;1;2;4;2;4;5;2;5;5;2;1;0;2;4;6;1;3;2;5;3;1;0;0;1;0;2;1;3;0;1;0;0;0;0;2;0;0;1;0;1;0;0;0;0;2;2;0;0;0;1;0;0;1;1;2;0;2;1;2;1;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;6;3;2;3;2;5;3;1;7;3;2;4;9;6;3;5;5;3;5;3;4;2;4;2;4;3;3;3;1;2;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0
520870705450004;1;5;6;6;4;8;5;10;7;6;8;7;6;10;5;3;9;12;5;8;9;8;12;3;6;5;0;6;1;7;2;2;3;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;1;1;1;1;6;2;5;2;3;2;6;3;4;2;1;0;1;2;0;5;0;3;3;3;5;2;1;0;2;1;2;1;1;4;3;1;4;0;3;2;2;1;0;1;4;0;1;0;0;0;2;1;1;0;0;0;0;0;2;2;0;3;0;0;1;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;3;1;2;3;6;3;4;7;3;6;4;2;1;6;6;4;4;6;4;9;3;3;1;0;3;1;5;2;2;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
520870705450005;1;7;9;2;6;3;5;4;7;12;5;5;2;5;8;5;3;5;8;3;4;5;5;3;1;3;1;2;3;1;3;1;1;0;1;3;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;3;2;0;1;1;1;1;4;1;4;0;3;3;0;8;1;4;1;0;5;1;2;1;4;1;0;0;0;1;1;0;1;0;2;0;0;0;1;0;1;0;1;0;0;1;2;0;0;0;0;0;0;0;0;1;0;1;0;0;2;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1;4;1;2;2;2;8;4;2;1;4;7;2;2;1;4;1;4;1;4;3;0;1;0;1;0;0;2;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
520870705450006;1;8;7;8;10;8;4;9;4;7;10;5;5;6;6;7;5;3;5;8;3;7;12;9;5;5;2;5;6;5;3;1;2;1;2;2;0;1;2;1;0;0;0;0;0;0;0;0;3;1;0;2;3;0;3;3;3;0;4;3;6;6;6;4;6;2;4;2;5;4;2;2;4;2;4;2;5;3;1;3;0;1;2;2;1;3;0;2;1;2;1;0;0;4;2;0;0;1;0;1;1;0;5;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;3;7;6;3;2;4;6;6;4;3;3;3;4;3;2;3;5;2;6;6;3;5;2;0;2;3;3;1;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;2;0;0;1
